environment,benchmark,metric,unit,sample_count,valid_count,mean,median,stdev,cv_percent,min,max,p50,p95,p99
host,syscall_deterministic,telemetry.cpu_percentage,%,9,9,92.222222,94.0,6.869821,7.4492,78.0,100.0,94.0,100.0,100.0
host,syscall_deterministic,telemetry.max_rss_kb,KB,9,9,588.0,588.0,0.0,0.0,588.0,588.0,588.0,588.0,588.0
host,syscall_deterministic,telemetry.system_time_sec,s,9,9,0.004444,0.0,0.00527,118.5854,0.0,0.01,0.0,0.01,0.01
host,syscall_deterministic,telemetry.user_time_sec,s,9,9,0.003333,0.0,0.005,150.0,0.0,0.01,0.0,0.01,0.01
host,syscall_deterministic,telemetry.vsz_kb,,9,9,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
host,syscall_deterministic,telemetry.wall_time_sec,s,9,9,0.014444,0.01,0.00527,36.4878,0.01,0.02,0.01,0.02,0.02
host,syscall_deterministic,total_syscalls,count,9,9,200000.0,200000.0,0.0,0.0,200000.0,200000.0,200000.0,200000.0,200000.0
host,syscall_deterministic,user_time_sec,s,9,9,0.003333,0.0,0.005,150.0,0.0,0.01,0.0,0.01,0.01
host,syscall_deterministic,wall_time_sec,s,9,9,0.014444,0.01,0.00527,36.4878,0.01,0.02,0.01,0.02,0.02
kvm,app_latency,connect_ms.max,,1,1,0.377441,0.377441,0.0,0.0,0.377441,0.377441,0.377441,0.377441,0.377441
kvm,app_latency,connect_ms.mean,,1,1,0.05855,0.05855,0.0,0.0,0.05855,0.05855,0.05855,0.05855,0.05855
kvm,app_latency,connect_ms.median,,1,1,0.048005,0.048005,0.0,0.0,0.048005,0.048005,0.048005,0.048005,0.048005
kvm,app_latency,connect_ms.min,,1,1,0.013344,0.013344,0.0,0.0,0.013344,0.013344,0.013344,0.013344,0.013344
kvm,app_latency,connect_ms.p50,,1,1,0.048005,0.048005,0.0,0.0,0.048005,0.048005,0.048005,0.048005,0.048005
kvm,app_latency,connect_ms.p95,,1,1,0.151631,0.151631,0.0,0.0,0.151631,0.151631,0.151631,0.151631,0.151631
kvm,app_latency,connect_ms.p99,,1,1,0.207576,0.207576,0.0,0.0,0.207576,0.207576,0.207576,0.207576,0.207576
kvm,app_latency,connect_ms.stdev,,1,1,0.05311,0.05311,0.0,0.0,0.05311,0.05311,0.05311,0.05311,0.05311
kvm,app_latency,http_200_count,,1,1,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0
kvm,app_latency,requests_attempted,,1,1,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0
kvm,app_latency,requests_completed,,2,2,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0
kvm,app_latency,total_duration_ms.cv_percent,,1,1,67.655,67.655,0.0,0.0,67.655,67.655,67.655,67.655,67.655
kvm,app_latency,total_duration_ms.max,,1,1,1.136885,1.136885,0.0,0.0,1.136885,1.136885,1.136885,1.136885,1.136885
kvm,app_latency,total_duration_ms.mean,,1,1,0.269169,0.269169,0.0,0.0,0.269169,0.269169,0.269169,0.269169,0.269169
kvm,app_latency,total_duration_ms.median,,1,1,0.259794,0.259794,0.0,0.0,0.259794,0.259794,0.259794,0.259794,0.259794
kvm,app_latency,total_duration_ms.min,,1,1,0.079815,0.079815,0.0,0.0,0.079815,0.079815,0.079815,0.079815,0.079815
kvm,app_latency,total_duration_ms.missing_count,,1,1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
kvm,app_latency,total_duration_ms.p50,,1,1,0.259794,0.259794,0.0,0.0,0.259794,0.259794,0.259794,0.259794,0.259794
kvm,app_latency,total_duration_ms.p95,,1,1,0.571046,0.571046,0.0,0.0,0.571046,0.571046,0.571046,0.571046,0.571046
kvm,app_latency,total_duration_ms.p99,,1,1,0.868544,0.868544,0.0,0.0,0.868544,0.868544,0.868544,0.868544,0.868544
kvm,app_latency,total_duration_ms.stdev,,1,1,0.182106,0.182106,0.0,0.0,0.182106,0.182106,0.182106,0.182106,0.182106
kvm,app_latency,total_duration_ms.total_count,,1,1,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0
kvm,app_latency,total_duration_ms.valid_count,,1,1,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0
kvm,app_latency,total_ms.max,,1,1,1.136885,1.136885,0.0,0.0,1.136885,1.136885,1.136885,1.136885,1.136885
kvm,app_latency,total_ms.mean,,1,1,0.269169,0.269169,0.0,0.0,0.269169,0.269169,0.269169,0.269169,0.269169
kvm,app_latency,total_ms.median,,1,1,0.259794,0.259794,0.0,0.0,0.259794,0.259794,0.259794,0.259794,0.259794
kvm,app_latency,total_ms.min,,1,1,0.079815,0.079815,0.0,0.0,0.079815,0.079815,0.079815,0.079815,0.079815
kvm,app_latency,total_ms.p50,,1,1,0.259794,0.259794,0.0,0.0,0.259794,0.259794,0.259794,0.259794,0.259794
kvm,app_latency,total_ms.p95,,1,1,0.571046,0.571046,0.0,0.0,0.571046,0.571046,0.571046,0.571046,0.571046
kvm,app_latency,total_ms.p99,,1,1,0.868544,0.868544,0.0,0.0,0.868544,0.868544,0.868544,0.868544,0.868544
kvm,app_latency,total_ms.stdev,,1,1,0.182106,0.182106,0.0,0.0,0.182106,0.182106,0.182106,0.182106,0.182106
kvm,app_latency,total_time_ms.cv_percent,,2,2,196.95485,196.95485,182.857601,92.8424,67.655,326.2547,196.95485,313.324715,323.668703
kvm,app_latency,total_time_ms.max,,2,2,8.660578,8.660578,10.640109,122.8568,1.136885,16.184271,8.660578,15.431902,16.033797
kvm,app_latency,total_time_ms.mean,,2,2,0.378414,0.378414,0.154496,40.8272,0.269169,0.487659,0.378414,0.476735,0.485474
kvm,app_latency,total_time_ms.median,,2,2,0.312277,0.312277,0.074221,23.7679,0.259794,0.364759,0.312277,0.359511,0.363709
kvm,app_latency,total_time_ms.min,,2,2,0.113784,0.113784,0.04804,42.2203,0.079815,0.147754,0.113784,0.144357,0.147075
kvm,app_latency,total_time_ms.missing_count,,2,2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
kvm,app_latency,total_time_ms.p50,,2,2,0.312277,0.312277,0.074221,23.7679,0.259794,0.364759,0.312277,0.359511,0.363709
kvm,app_latency,total_time_ms.p95,,2,2,0.530713,0.530713,0.05704,10.7478,0.490379,0.571046,0.530713,0.567013,0.570239
kvm,app_latency,total_time_ms.p99,,2,2,0.98722,0.98722,0.167834,17.0007,0.868544,1.105897,0.98722,1.094029,1.103523
kvm,app_latency,total_time_ms.stdev,,2,2,0.886558,0.886558,0.996246,112.3723,0.182106,1.59101,0.886558,1.520565,1.576921
kvm,app_latency,total_time_ms.total_count,,2,2,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0
kvm,app_latency,total_time_ms.valid_count,,2,2,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0
kvm,app_latency,ttfb_ms.cv_percent,,1,1,371.6989,371.6989,0.0,0.0,371.6989,371.6989,371.6989,371.6989,371.6989
kvm,app_latency,ttfb_ms.max,,2,2,8.588491,8.588491,10.671064,124.2484,1.042909,16.134072,8.588491,15.379514,15.98316
kvm,app_latency,ttfb_ms.mean,,2,2,0.324864,0.324864,0.145805,44.882,0.221764,0.427964,0.324864,0.417654,0.425902
kvm,app_latency,ttfb_ms.median,,2,2,0.250534,0.250534,0.058745,23.4479,0.208995,0.292073,0.250534,0.287919,0.291242
kvm,app_latency,ttfb_ms.min,,2,2,0.093269,0.093269,0.041756,44.7695,0.063743,0.122795,0.093269,0.119842,0.122204
kvm,app_latency,ttfb_ms.missing_count,,1,1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
kvm,app_latency,ttfb_ms.p50,,2,2,0.250534,0.250534,0.058745,23.4479,0.208995,0.292073,0.250534,0.287919,0.291242
kvm,app_latency,ttfb_ms.p95,,2,2,0.454693,0.454693,0.041407,9.1065,0.425414,0.483972,0.454693,0.481044,0.483386
kvm,app_latency,ttfb_ms.p99,,2,2,0.863893,0.863893,0.21555,24.951,0.711476,1.01631,0.863893,1.001068,1.013262
kvm,app_latency,ttfb_ms.stdev,,2,2,0.873025,0.873025,1.015001,116.2625,0.155311,1.590739,0.873025,1.518968,1.576385
kvm,app_latency,ttfb_ms.total_count,,1,1,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0
kvm,app_latency,ttfb_ms.valid_count,,1,1,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0
kvm,cpu_deterministic,cpu_percentage,%,7,7,97.0,100.0,5.744563,5.9222,85.0,100.0,100.0,100.0,100.0
kvm,cpu_deterministic,elapsed_sec,s,7,7,0.011704,0.011299,0.003206,27.3952,0.008678,0.016897,0.011299,0.016386,0.016795
kvm,cpu_deterministic,gflops,GFLOPS,7,7,4.347371,4.248,1.063397,24.4607,2.8407,5.5313,4.248,5.46035,5.51711
kvm,cpu_deterministic,iteration,,7,7,2.571429,2.0,1.511858,58.7945,1.0,5.0,2.0,4.7,4.94
kvm,cpu_deterministic,max_rss_kb,KB,7,7,1573.142857,1548.0,98.460531,6.2588,1420.0,1700.0,1548.0,1700.0,1700.0
kvm,cpu_deterministic,parameters.iterations,,7,7,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0
kvm,cpu_deterministic,parameters.matrix_size,,7,7,200.0,200.0,0.0,0.0,200.0,200.0,200.0,200.0,200.0
kvm,cpu_deterministic,parameters.threads,,7,7,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
kvm,cpu_deterministic,parameters.warmup,,7,7,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
kvm,cpu_deterministic,system_time_sec,s,7,7,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
kvm,cpu_deterministic,telemetry.cpu_percentage,%,7,7,97.0,100.0,5.744563,5.9222,85.0,100.0,100.0,100.0,100.0
kvm,cpu_deterministic,telemetry.max_rss_kb,KB,7,7,1573.142857,1548.0,98.460531,6.2588,1420.0,1700.0,1548.0,1700.0,1700.0
kvm,cpu_deterministic,telemetry.system_time_sec,s,7,7,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
kvm,cpu_deterministic,telemetry.user_time_sec,s,7,7,0.007143,0.01,0.00488,68.313,0.0,0.01,0.01,0.01,0.01
kvm,cpu_deterministic,telemetry.vsz_kb,,7,7,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
kvm,cpu_deterministic,telemetry.wall_time_sec,s,7,7,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.01
kvm,cpu_deterministic,total_flops,,7,7,48000000.0,48000000.0,0.0,0.0,48000000.0,48000000.0,48000000.0,48000000.0,48000000.0
kvm,cpu_deterministic,user_time_sec,s,7,7,0.007143,0.01,0.00488,68.313,0.0,0.01,0.01,0.01,0.01
kvm,cpu_deterministic,wall_time_sec,s,7,7,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.01
kvm,cpu_deterministic,warmup_elapsed_sec,,7,7,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
kvm,memory_deterministic,allocated_bytes,,7,7,67108864.0,67108864.0,0.0,0.0,67108864.0,67108864.0,67108864.0,67108864.0,67108864.0
kvm,memory_deterministic,cpu_percentage,%,7,7,99.714286,100.0,0.48795,0.4893,99.0,100.0,100.0,100.0,100.0
kvm,memory_deterministic,elapsed_sec,s,7,7,0.113875,0.116909,0.008868,7.7877,0.101564,0.124888,0.116909,0.123203,0.124551
kvm,memory_deterministic,iteration,,7,7,2.571429,2.0,1.511858,58.7945,1.0,5.0,2.0,4.7,4.94
kvm,memory_deterministic,max_rss_kb,KB,7,7,65994.285714,65996.0,77.420312,0.1173,65856.0,66124.0,65996.0,66085.6,66116.32
kvm,memory_deterministic,parameters.buffer_mb,,7,7,64.0,64.0,0.0,0.0,64.0,64.0,64.0,64.0,64.0
kvm,memory_deterministic,parameters.passes,,7,7,3.0,3.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0
kvm,memory_deterministic,parameters.stride_bytes,,7,7,64.0,64.0,0.0,0.0,64.0,64.0,64.0,64.0,64.0
kvm,memory_deterministic,system_time_sec,s,7,7,0.024286,0.02,0.005345,22.0097,0.02,0.03,0.02,0.03,0.03
kvm,memory_deterministic,telemetry.cpu_percentage,%,7,7,99.714286,100.0,0.48795,0.4893,99.0,100.0,100.0,100.0,100.0
kvm,memory_deterministic,telemetry.max_rss_kb,KB,7,7,65994.285714,65996.0,77.420312,0.1173,65856.0,66124.0,65996.0,66085.6,66116.32
kvm,memory_deterministic,telemetry.system_time_sec,s,7,7,0.024286,0.02,0.005345,22.0097,0.02,0.03,0.02,0.03,0.03
kvm,memory_deterministic,telemetry.user_time_sec,s,7,7,0.085714,0.09,0.011339,13.2288,0.07,0.1,0.09,0.097,0.0994
kvm,memory_deterministic,telemetry.vsz_kb,,7,7,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
kvm,memory_deterministic,telemetry.wall_time_sec,s,7,7,0.112857,0.12,0.009512,8.4283,0.1,0.12,0.12,0.12,0.12
kvm,memory_deterministic,throughput_mb_s,MB/s,7,7,3814.282857,3695.17,309.810954,8.1224,3459.09,4253.48,3695.17,4248.953,4252.5746
kvm,memory_deterministic,transferred_bytes,,7,7,452984832.0,452984832.0,0.0,0.0,452984832.0,452984832.0,452984832.0,452984832.0,452984832.0
kvm,memory_deterministic,user_time_sec,s,7,7,0.085714,0.09,0.011339,13.2288,0.07,0.1,0.09,0.097,0.0994
kvm,memory_deterministic,wall_time_sec,s,7,7,0.112857,0.12,0.009512,8.4283,0.1,0.12,0.12,0.12,0.12
kvm,network_ping,cpu_percentage,%,2,2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
kvm,network_ping,max_rss_kb,KB,2,2,2666.0,2666.0,14.142136,0.5305,2656.0,2676.0,2666.0,2675.0,2675.8
kvm,network_ping,packet_loss_percent,%,2,2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
kvm,network_ping,packets_transmitted,,2,2,5.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0
kvm,network_ping,rtt_avg_ms,ms,2,2,0.0635,0.0635,0.00495,7.7949,0.06,0.067,0.0635,0.06665,0.06693
kvm,network_ping,rtt_max_ms,ms,2,2,0.0835,0.0835,0.003536,4.2342,0.081,0.086,0.0835,0.08575,0.08595
kvm,network_ping,rtt_mdev_ms,ms,2,2,0.0155,0.0155,0.000707,4.562,0.015,0.016,0.0155,0.01595,0.01599
kvm,network_ping,rtt_min_ms,ms,2,2,0.044,0.044,0.007071,16.0706,0.039,0.049,0.044,0.0485,0.0489
kvm,network_ping,system_time_sec,s,2,2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
kvm,network_ping,telemetry.cpu_percentage,%,2,2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
kvm,network_ping,telemetry.max_rss_kb,KB,2,2,2666.0,2666.0,14.142136,0.5305,2656.0,2676.0,2666.0,2675.0,2675.8
kvm,network_ping,telemetry.system_time_sec,s,2,2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
kvm,network_ping,telemetry.user_time_sec,s,2,2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
kvm,network_ping,telemetry.vsz_kb,,2,2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
kvm,network_ping,telemetry.wall_time_sec,s,2,2,4.105,4.105,0.035355,0.8613,4.08,4.13,4.105,4.1275,4.1295
kvm,network_ping,user_time_sec,s,2,2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
kvm,network_ping,wall_time_sec,s,2,2,4.105,4.105,0.035355,0.8613,4.08,4.13,4.105,4.1275,4.1295
kvm,scheduling_deterministic,cpu_percentage,%,7,7,88.714286,88.0,2.811541,3.1692,84.0,92.0,88.0,91.7,91.94
kvm,scheduling_deterministic,elapsed_sec,s,7,7,0.091815,0.089627,0.005358,5.8356,0.084594,0.099518,0.089627,0.098755,0.099365
kvm,scheduling_deterministic,iteration,,7,7,2.571429,2.0,1.511858,58.7945,1.0,5.0,2.0,4.7,4.94
kvm,scheduling_deterministic,latency_us,us,7,7,2.295429,2.241,0.133837,5.8306,2.115,2.488,2.241,2.4688,2.48416
kvm,scheduling_deterministic,max_rss_kb,KB,7,7,592.0,592.0,0.0,0.0,592.0,592.0,592.0,592.0,592.0
kvm,scheduling_deterministic,parameters.iterations,,7,7,20000.0,20000.0,0.0,0.0,20000.0,20000.0,20000.0,20000.0,20000.0
kvm,scheduling_deterministic,parameters.warmup,,7,7,1000.0,1000.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,1000.0
kvm,scheduling_deterministic,switches_per_sec,,7,7,436925.915714,446291.61,25325.450734,5.7963,401937.36,472846.7,446291.61,467566.328,471790.6256
kvm,scheduling_deterministic,system_time_sec,s,7,7,0.07,0.07,0.005774,8.2479,0.06,0.08,0.07,0.077,0.0794
kvm,scheduling_deterministic,telemetry.cpu_percentage,%,7,7,88.714286,88.0,2.811541,3.1692,84.0,92.0,88.0,91.7,91.94
kvm,scheduling_deterministic,telemetry.max_rss_kb,KB,7,7,592.0,592.0,0.0,0.0,592.0,592.0,592.0,592.0,592.0
kvm,scheduling_deterministic,telemetry.system_time_sec,s,7,7,0.07,0.07,0.005774,8.2479,0.06,0.08,0.07,0.077,0.0794
kvm,scheduling_deterministic,telemetry.user_time_sec,s,7,7,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.01
kvm,scheduling_deterministic,telemetry.vsz_kb,,7,7,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
kvm,scheduling_deterministic,telemetry.wall_time_sec,s,7,7,0.095714,0.09,0.007868,8.2203,0.09,0.11,0.09,0.107,0.1094
kvm,scheduling_deterministic,total_context_switches,,7,7,40000.0,40000.0,0.0,0.0,40000.0,40000.0,40000.0,40000.0,40000.0
kvm,scheduling_deterministic,user_time_sec,s,7,7,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.01
kvm,scheduling_deterministic,wall_time_sec,s,7,7,0.095714,0.09,0.007868,8.2203,0.09,0.11,0.09,0.107,0.1094
kvm,syscall_deterministic,cpu_percentage,%,7,7,96.285714,100.0,4.990467,5.183,89.0,100.0,100.0,100.0,100.0
kvm,syscall_deterministic,elapsed_sec,s,7,7,0.01857,0.018655,0.001497,8.0635,0.016893,0.021372,0.018655,0.020651,0.021228
kvm,syscall_deterministic,iteration,,7,7,2.571429,2.0,1.511858,58.7945,1.0,5.0,2.0,4.7,4.94
kvm,syscall_deterministic,latency_ns,ns,7,7,92.845714,93.27,7.487761,8.0647,84.46,106.86,93.27,103.254,106.1388
kvm,syscall_deterministic,max_rss_kb,KB,7,7,588.0,588.0,0.0,0.0,588.0,588.0,588.0,588.0,588.0
kvm,syscall_deterministic,ops_per_sec,ops/sec,7,7,10828167.087143,10721069.09,839039.667687,7.7487,9358167.29,11839456.73,10721069.09,11825834.138,11836732.2116
kvm,syscall_deterministic,parameters.iterations,,7,7,200000.0,200000.0,0.0,0.0,200000.0,200000.0,200000.0,200000.0,200000.0
kvm,syscall_deterministic,parameters.warmup,,7,7,5000.0,5000.0,0.0,0.0,5000.0,5000.0,5000.0,5000.0,5000.0
kvm,syscall_deterministic,system_time_sec,s,7,7,0.002857,0.0,0.00488,170.7825,0.0,0.01,0.0,0.01,0.01
kvm,syscall_deterministic,telemetry.cpu_percentage,%,7,7,96.285714,100.0,4.990467,5.183,89.0,100.0,100.0,100.0,100.0
kvm,syscall_deterministic,telemetry.max_rss_kb,KB,7,7,588.0,588.0,0.0,0.0,588.0,588.0,588.0,588.0,588.0
kvm,syscall_deterministic,telemetry.system_time_sec,s,7,7,0.002857,0.0,0.00488,170.7825,0.0,0.01,0.0,0.01,0.01
kvm,syscall_deterministic,telemetry.user_time_sec,s,7,7,0.008571,0.01,0.00378,44.0959,0.0,0.01,0.01,0.01,0.01
kvm,syscall_deterministic,telemetry.vsz_kb,,7,7,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
kvm,syscall_deterministic,telemetry.wall_time_sec,s,7,7,0.017143,0.02,0.00488,28.4638,0.01,0.02,0.02,0.02,0.02
kvm,syscall_deterministic,total_syscalls,count,7,7,200000.0,200000.0,0.0,0.0,200000.0,200000.0,200000.0,200000.0,200000.0
kvm,syscall_deterministic,user_time_sec,s,7,7,0.008571,0.01,0.00378,44.0959,0.0,0.01,0.01,0.01,0.01
kvm,syscall_deterministic,wall_time_sec,s,7,7,0.017143,0.02,0.00488,28.4638,0.01,0.02,0.02,0.02,0.02
lxc,app_latency,connect_ms.max,,1,1,0.214444,0.214444,0.0,0.0,0.214444,0.214444,0.214444,0.214444,0.214444
lxc,app_latency,connect_ms.mean,,1,1,0.034429,0.034429,0.0,0.0,0.034429,0.034429,0.034429,0.034429,0.034429
lxc,app_latency,connect_ms.median,,1,1,0.016473,0.016473,0.0,0.0,0.016473,0.016473,0.016473,0.016473,0.016473
lxc,app_latency,connect_ms.min,,1,1,0.011958,0.011958,0.0,0.0,0.011958,0.011958,0.011958,0.011958,0.011958
lxc,app_latency,connect_ms.p50,,1,1,0.016473,0.016473,0.0,0.0,0.016473,0.016473,0.016473,0.016473,0.016473
lxc,app_latency,connect_ms.p95,,1,1,0.118278,0.118278,0.0,0.0,0.118278,0.118278,0.118278,0.118278,0.118278
lxc,app_latency,connect_ms.p99,,1,1,0.157597,0.157597,0.0,0.0,0.157597,0.157597,0.157597,0.157597,0.157597
lxc,app_latency,connect_ms.stdev,,1,1,0.038976,0.038976,0.0,0.0,0.038976,0.038976,0.038976,0.038976,0.038976
lxc,app_latency,http_200_count,,1,1,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0
lxc,app_latency,requests_attempted,,1,1,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0
lxc,app_latency,requests_completed,,2,2,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0
lxc,app_latency,total_duration_ms.cv_percent,,1,1,110.5964,110.5964,0.0,0.0,110.5964,110.5964,110.5964,110.5964,110.5964
lxc,app_latency,total_duration_ms.max,,1,1,1.004176,1.004176,0.0,0.0,1.004176,1.004176,1.004176,1.004176,1.004176
lxc,app_latency,total_duration_ms.mean,,1,1,0.207856,0.207856,0.0,0.0,0.207856,0.207856,0.207856,0.207856,0.207856
lxc,app_latency,total_duration_ms.median,,1,1,0.094834,0.094834,0.0,0.0,0.094834,0.094834,0.094834,0.094834,0.094834
lxc,app_latency,total_duration_ms.min,,1,1,0.079028,0.079028,0.0,0.0,0.079028,0.079028,0.079028,0.079028,0.079028
lxc,app_latency,total_duration_ms.missing_count,,1,1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
lxc,app_latency,total_duration_ms.p50,,1,1,0.094834,0.094834,0.0,0.0,0.094834,0.094834,0.094834,0.094834,0.094834
lxc,app_latency,total_duration_ms.p95,,1,1,0.694561,0.694561,0.0,0.0,0.694561,0.694561,0.694561,0.694561,0.694561
lxc,app_latency,total_duration_ms.p99,,1,1,0.980863,0.980863,0.0,0.0,0.980863,0.980863,0.980863,0.980863,0.980863
lxc,app_latency,total_duration_ms.stdev,,1,1,0.229881,0.229881,0.0,0.0,0.229881,0.229881,0.229881,0.229881,0.229881
lxc,app_latency,total_duration_ms.total_count,,1,1,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0
lxc,app_latency,total_duration_ms.valid_count,,1,1,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0
lxc,app_latency,total_ms.max,,1,1,1.004176,1.004176,0.0,0.0,1.004176,1.004176,1.004176,1.004176,1.004176
lxc,app_latency,total_ms.mean,,1,1,0.207856,0.207856,0.0,0.0,0.207856,0.207856,0.207856,0.207856,0.207856
lxc,app_latency,total_ms.median,,1,1,0.094834,0.094834,0.0,0.0,0.094834,0.094834,0.094834,0.094834,0.094834
lxc,app_latency,total_ms.min,,1,1,0.079028,0.079028,0.0,0.0,0.079028,0.079028,0.079028,0.079028,0.079028
lxc,app_latency,total_ms.p50,,1,1,0.094834,0.094834,0.0,0.0,0.094834,0.094834,0.094834,0.094834,0.094834
lxc,app_latency,total_ms.p95,,1,1,0.694561,0.694561,0.0,0.0,0.694561,0.694561,0.694561,0.694561,0.694561
lxc,app_latency,total_ms.p99,,1,1,0.980863,0.980863,0.0,0.0,0.980863,0.980863,0.980863,0.980863,0.980863
lxc,app_latency,total_ms.stdev,,1,1,0.229881,0.229881,0.0,0.0,0.229881,0.229881,0.229881,0.229881,0.229881
lxc,app_latency,total_time_ms.cv_percent,,2,2,208.8347,208.8347,138.929936,66.5263,110.5964,307.073,208.8347,297.24917,305.108234
lxc,app_latency,total_time_ms.max,,2,2,11.249165,11.249165,14.488602,128.7971,1.004176,21.494154,11.249165,20.469655,21.289254
lxc,app_latency,total_time_ms.mean,,2,2,0.448164,0.448164,0.339846,75.8308,0.207856,0.688471,0.448164,0.66444,0.683665
lxc,app_latency,total_time_ms.median,,2,2,0.274762,0.274762,0.254457,92.6098,0.094834,0.45469,0.274762,0.436697,0.451091
lxc,app_latency,total_time_ms.min,,2,2,0.128247,0.128247,0.069605,54.2748,0.079028,0.177465,0.128247,0.172543,0.176481
lxc,app_latency,total_time_ms.missing_count,,2,2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
lxc,app_latency,total_time_ms.p50,,2,2,0.274762,0.274762,0.254457,92.6098,0.094834,0.45469,0.274762,0.436697,0.451091
lxc,app_latency,total_time_ms.p95,,2,2,0.784231,0.784231,0.126812,16.1702,0.694561,0.8739,0.784231,0.864933,0.872107
lxc,app_latency,total_time_ms.p99,,2,2,1.260761,1.260761,0.395836,31.3966,0.980863,1.540659,1.260761,1.512669,1.535061
lxc,app_latency,total_time_ms.stdev,,2,2,1.171995,1.171995,1.33235,113.6823,0.229881,2.114109,1.171995,2.019898,2.095267
lxc,app_latency,total_time_ms.total_count,,2,2,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0
lxc,app_latency,total_time_ms.valid_count,,2,2,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0
lxc,app_latency,ttfb_ms.cv_percent,,1,1,343.7269,343.7269,0.0,0.0,343.7269,343.7269,343.7269,343.7269,343.7269
lxc,app_latency,ttfb_ms.max,,2,2,11.159918,11.159918,14.389151,128.936,0.985252,21.334584,11.159918,20.317117,21.131091
lxc,app_latency,ttfb_ms.mean,,2,2,0.391504,0.391504,0.311469,79.5571,0.171262,0.611746,0.391504,0.589722,0.607341
lxc,app_latency,ttfb_ms.median,,2,2,0.225211,0.225211,0.209298,92.9342,0.077215,0.373207,0.225211,0.358407,0.370247
lxc,app_latency,ttfb_ms.min,,2,2,0.101426,0.101426,0.055054,54.2799,0.062497,0.140355,0.101426,0.136462,0.139576
lxc,app_latency,ttfb_ms.missing_count,,1,1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
lxc,app_latency,ttfb_ms.p50,,2,2,0.225211,0.225211,0.209298,92.9342,0.077215,0.373207,0.225211,0.358407,0.370247
lxc,app_latency,ttfb_ms.p95,,2,2,0.655588,0.655588,0.133253,20.3257,0.561364,0.749812,0.655588,0.74039,0.747928
lxc,app_latency,ttfb_ms.p99,,2,2,1.095548,1.095548,0.360213,32.8797,0.840839,1.350257,1.095548,1.324786,1.345163
lxc,app_latency,ttfb_ms.stdev,,2,2,1.151367,1.151368,1.34544,116.8558,0.199998,2.102737,1.151368,2.0076,2.08371
lxc,app_latency,ttfb_ms.total_count,,1,1,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0
