run_id,experiment_id,environment,benchmark,timestamp,exit_code,status,gflops,throughput_mb_s,ops_per_sec,latency_ns,latency_us,elapsed_sec,wall_time_sec,cpu_percentage,max_rss_kb,checksum
network_ping-kvm-b94f7efe,exp-20260916-105447-453a14,kvm,network_ping,2026-09-16T10:54:59.229280+00:00,0,success,,,,,,,4.08,0.0,2656,
network_ping-kvm-2503f20e,exp-20260916-111705-86eddd,kvm,network_ping,2026-09-16T11:17:18.556983+00:00,0,success,,,,,,,4.13,0.0,2676,
network_ping-virtualbox-cd79d1ca,exp-20260916-105528-ba33df,virtualbox,network_ping,2026-09-16T10:55:40.637724+00:00,0,success,,,,,,,4.09,0.0,2612,
network_ping-virtualbox-58dabd00,exp-20260916-111744-b6ca9b,virtualbox,network_ping,2026-09-16T11:17:58.877493+00:00,0,success,,,,,,,4.08,0.0,2484,
network_ping-lxc-e7cc8ea9,exp-20260916-105609-94ad61,lxc,network_ping,2026-09-16T10:56:22.237469+00:00,0,success,,,,,,,4.12,0.0,2676,
network_ping-lxc-dcd58999,exp-20260916-111824-1722b1,lxc,network_ping,2026-09-16T11:18:38.877020+00:00,0,success,,,,,,,4.08,0.0,2676,
network_ping-host-d0a922b2,exp-20260916-105426-2820c0,host,network_ping,2026-09-16T10:54:38.941244+00:00,0,success,,,,,,,4.08,0.0,2676,
network_ping-host-62a3feb4,exp-20260916-110655-920b1e,host,network_ping,2026-09-16T11:07:08.126389+00:00,0,success,,,,,,,4.12,0.0,2540,
network_ping-host-9079bd43,exp-20260916-111643-e9d268,host,network_ping,2026-09-16T11:16:56.092763+00:00,0,success,,,,,,,4.07,0.0,2676,
