environment,benchmark,metric,unit,quality_flag,total_runs,successful_runs,failed_runs,unavailable_runs,mean,median,min,max,stdev,cv_percent,p50,p95,p99,traceable_run_count
host,syscall_deterministic,results.elapsed_sec,s,FAILED,27,27,0,0,0.026867,0.022252,0.015137,0.055205,0.015003,55.8411,0.022252,0.053188,0.054802,9
host,syscall_deterministic,results.latency_ns,ns,FAILED,27,27,0,0,134.335556,111.26,75.68,276.02,75.013063,55.8401,111.26,265.936,274.0032,9
host,syscall_deterministic,results.ops_per_sec,ops/sec,FAILED,27,27,0,0,9050960.838889,8988018.34,3622868.98,13213040.05,3391167.393792,37.4675,8988018.34,12712010.858,13112834.2116,9
host,syscall_deterministic,results.total_syscalls,,FAILED,27,27,0,0,200000.0,200000.0,200000.0,200000.0,0.0,0.0,200000.0,200000.0,200000.0,9
host,syscall_deterministic,system_time_sec,s,FAILED,27,27,0,0,0.006667,0.01,0.0,0.02,0.006202,93.0261,0.01,0.017,0.02,27
host,syscall_deterministic,telemetry.cpu_percentage,%,FAILED,27,27,0,0,93.111111,94.0,78.0,100.0,6.387086,6.8596,94.0,100.0,100.0,27
host,syscall_deterministic,telemetry.exit_code,,FAILED,27,27,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,9
host,syscall_deterministic,telemetry.involuntary_context_switches,,FAILED,27,27,0,0,2.333333,2.0,1.0,4.0,1.224745,52.4891,2.0,4.0,4.0,9
host,syscall_deterministic,telemetry.major_page_faults,,FAILED,27,27,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,9
host,syscall_deterministic,telemetry.max_rss_kb,KB,FAILED,27,27,0,0,588.0,588.0,588.0,588.0,0.0,0.0,588.0,588.0,588.0,27
host,syscall_deterministic,telemetry.minor_page_faults,,FAILED,27,27,0,0,43.333333,43.0,43.0,44.0,0.5,1.1538,43.0,44.0,44.0,9
host,syscall_deterministic,telemetry.system_time_sec,s,FAILED,27,27,0,0,0.006667,0.01,0.0,0.02,0.006202,93.0261,0.01,0.017,0.02,27
host,syscall_deterministic,telemetry.total_context_switches,,FAILED,27,27,0,0,3.222222,3.0,2.0,5.0,1.301708,40.3978,3.0,5.0,5.0,9
host,syscall_deterministic,telemetry.total_page_faults,,FAILED,27,27,0,0,43.333333,43.0,43.0,44.0,0.5,1.1538,43.0,44.0,44.0,9
host,syscall_deterministic,telemetry.user_time_sec,s,FAILED,27,27,0,0,0.005556,0.0,0.0,0.03,0.008473,152.5173,0.0,0.024,0.03,27
host,syscall_deterministic,telemetry.voluntary_context_switches,,FAILED,27,27,0,0,0.888889,1.0,0.0,1.0,0.333333,37.5,1.0,1.0,1.0,9
host,syscall_deterministic,telemetry.vsz_kb,,FAILED,27,27,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,27
host,syscall_deterministic,telemetry.wall_time_sec,s,FAILED,27,27,0,0,0.017778,0.02,0.01,0.05,0.0105,59.0642,0.02,0.041,0.05,27
host,syscall_deterministic,total_syscalls,,FAILED,27,27,0,0,200000.0,200000.0,200000.0,200000.0,0.0,0.0,200000.0,200000.0,200000.0,27
host,syscall_deterministic,user_time_sec,s,FAILED,27,27,0,0,0.005556,0.0,0.0,0.03,0.008473,152.5173,0.0,0.024,0.03,27
host,syscall_deterministic,wall_time_sec,s,FAILED,27,27,0,0,0.017778,0.02,0.01,0.05,0.0105,59.0642,0.02,0.041,0.05,27
kvm,app_latency,connect_ms.max,,PASS,13,4,0,9,0.377441,0.377441,0.377441,0.377441,0.0,0.0,0.377441,0.377441,0.377441,2
kvm,app_latency,connect_ms.mean,,PASS,13,4,0,9,0.05855,0.05855,0.05855,0.05855,0.0,0.0,0.05855,0.05855,0.05855,2
kvm,app_latency,connect_ms.median,,PASS,13,4,0,9,0.048005,0.048005,0.048005,0.048005,0.0,0.0,0.048005,0.048005,0.048005,2
kvm,app_latency,connect_ms.min,,PASS,13,4,0,9,0.013344,0.013344,0.013344,0.013344,0.0,0.0,0.013344,0.013344,0.013344,2
kvm,app_latency,connect_ms.p50,ms,PASS,13,4,0,9,0.048005,0.048005,0.048005,0.048005,0.0,0.0,0.048005,0.048005,0.048005,2
kvm,app_latency,connect_ms.p95,ms,PASS,13,4,0,9,0.151631,0.151631,0.151631,0.151631,0.0,0.0,0.151631,0.151631,0.151631,2
kvm,app_latency,connect_ms.p99,ms,PASS,13,4,0,9,0.207576,0.207576,0.207576,0.207576,0.0,0.0,0.207576,0.207576,0.207576,2
kvm,app_latency,connect_ms.stdev,,PASS,13,4,0,9,0.05311,0.05311,0.05311,0.05311,0.0,0.0,0.05311,0.05311,0.05311,2
kvm,app_latency,http_200_count,,PASS,13,4,0,9,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,2
kvm,app_latency,requests_attempted,,PASS,13,4,0,9,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,2
kvm,app_latency,requests_completed,count,PASS,13,4,0,9,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,4
kvm,app_latency,total_duration_ms.cv_percent,,PASS,13,4,0,9,67.655,67.655,67.655,67.655,0.0,0.0,67.655,67.655,67.655,2
kvm,app_latency,total_duration_ms.max,,PASS,13,4,0,9,1.136885,1.136885,1.136885,1.136885,0.0,0.0,1.136885,1.136885,1.136885,2
kvm,app_latency,total_duration_ms.mean,,PASS,13,4,0,9,0.269169,0.269169,0.269169,0.269169,0.0,0.0,0.269169,0.269169,0.269169,2
kvm,app_latency,total_duration_ms.median,,PASS,13,4,0,9,0.259794,0.259794,0.259794,0.259794,0.0,0.0,0.259794,0.259794,0.259794,2
kvm,app_latency,total_duration_ms.min,,PASS,13,4,0,9,0.079815,0.079815,0.079815,0.079815,0.0,0.0,0.079815,0.079815,0.079815,2
kvm,app_latency,total_duration_ms.missing_count,,PASS,13,4,0,9,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2
kvm,app_latency,total_duration_ms.p50,ms,PASS,13,4,0,9,0.259794,0.259794,0.259794,0.259794,0.0,0.0,0.259794,0.259794,0.259794,2
kvm,app_latency,total_duration_ms.p95,ms,PASS,13,4,0,9,0.571046,0.571046,0.571046,0.571046,0.0,0.0,0.571046,0.571046,0.571046,2
kvm,app_latency,total_duration_ms.p99,ms,PASS,13,4,0,9,0.868544,0.868544,0.868544,0.868544,0.0,0.0,0.868544,0.868544,0.868544,2
kvm,app_latency,total_duration_ms.stdev,,PASS,13,4,0,9,0.182106,0.182106,0.182106,0.182106,0.0,0.0,0.182106,0.182106,0.182106,2
kvm,app_latency,total_duration_ms.total_count,,PASS,13,4,0,9,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,2
kvm,app_latency,total_duration_ms.valid_count,,PASS,13,4,0,9,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,2
kvm,app_latency,total_ms.max,,PASS,13,4,0,9,1.136885,1.136885,1.136885,1.136885,0.0,0.0,1.136885,1.136885,1.136885,2
kvm,app_latency,total_ms.mean,,PASS,13,4,0,9,0.269169,0.269169,0.269169,0.269169,0.0,0.0,0.269169,0.269169,0.269169,2
kvm,app_latency,total_ms.median,,PASS,13,4,0,9,0.259794,0.259794,0.259794,0.259794,0.0,0.0,0.259794,0.259794,0.259794,2
kvm,app_latency,total_ms.min,,PASS,13,4,0,9,0.079815,0.079815,0.079815,0.079815,0.0,0.0,0.079815,0.079815,0.079815,2
kvm,app_latency,total_ms.p50,ms,PASS,13,4,0,9,0.259794,0.259794,0.259794,0.259794,0.0,0.0,0.259794,0.259794,0.259794,2
kvm,app_latency,total_ms.p95,ms,PASS,13,4,0,9,0.571046,0.571046,0.571046,0.571046,0.0,0.0,0.571046,0.571046,0.571046,2
kvm,app_latency,total_ms.p99,ms,PASS,13,4,0,9,0.868544,0.868544,0.868544,0.868544,0.0,0.0,0.868544,0.868544,0.868544,2
kvm,app_latency,total_ms.stdev,,PASS,13,4,0,9,0.182106,0.182106,0.182106,0.182106,0.0,0.0,0.182106,0.182106,0.182106,2
kvm,app_latency,total_time_ms.cv_percent,,PASS,13,4,0,9,196.95485,196.95485,67.655,326.2547,149.302606,75.8055,196.95485,326.2547,326.2547,4
kvm,app_latency,total_time_ms.max,,PASS,13,4,0,9,8.660578,8.660578,1.136885,16.184271,8.687612,100.3122,8.660578,16.184271,16.184271,4
kvm,app_latency,total_time_ms.mean,,PASS,13,4,0,9,0.378414,0.378414,0.269169,0.487659,0.126145,33.3353,0.378414,0.487659,0.487659,4
kvm,app_latency,total_time_ms.median,,PASS,13,4,0,9,0.312277,0.312277,0.259794,0.364759,0.060602,19.4064,0.312277,0.364759,0.364759,4
kvm,app_latency,total_time_ms.min,,PASS,13,4,0,9,0.113784,0.113784,0.079815,0.147754,0.039225,34.4727,0.113784,0.147754,0.147754,4
kvm,app_latency,total_time_ms.missing_count,,PASS,13,4,0,9,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,4
kvm,app_latency,total_time_ms.p50,ms,PASS,13,4,0,9,0.312277,0.312277,0.259794,0.364759,0.060602,19.4064,0.312277,0.364759,0.364759,4
kvm,app_latency,total_time_ms.p95,ms,PASS,13,4,0,9,0.530713,0.530713,0.490379,0.571046,0.046573,8.7756,0.530713,0.571046,0.571046,4
kvm,app_latency,total_time_ms.p99,ms,PASS,13,4,0,9,0.98722,0.98722,0.868544,1.105897,0.137036,13.881,0.98722,1.105897,1.105897,4
kvm,app_latency,total_time_ms.stdev,,PASS,13,4,0,9,0.886558,0.886558,0.182106,1.59101,0.813431,91.7516,0.886558,1.59101,1.59101,4
kvm,app_latency,total_time_ms.total_count,,PASS,13,4,0,9,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,4
kvm,app_latency,total_time_ms.valid_count,,PASS,13,4,0,9,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,4
kvm,app_latency,ttfb_ms.cv_percent,,PASS,13,4,0,9,371.6989,371.6989,371.6989,371.6989,0.0,0.0,371.6989,371.6989,371.6989,2
kvm,app_latency,ttfb_ms.max,,PASS,13,4,0,9,8.588491,8.588491,1.042909,16.134072,8.712887,101.4484,8.588491,16.134072,16.134072,4
kvm,app_latency,ttfb_ms.mean,,PASS,13,4,0,9,0.324864,0.324864,0.221764,0.427964,0.11905,36.646,0.324864,0.427964,0.427964,4
kvm,app_latency,ttfb_ms.median,,PASS,13,4,0,9,0.250534,0.250534,0.208995,0.292073,0.047965,19.1451,0.250534,0.292073,0.292073,4
kvm,app_latency,ttfb_ms.min,,PASS,13,4,0,9,0.093269,0.093269,0.063743,0.122795,0.034094,36.5541,0.093269,0.122795,0.122795,4
kvm,app_latency,ttfb_ms.missing_count,,PASS,13,4,0,9,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2
kvm,app_latency,ttfb_ms.p50,ms,PASS,13,4,0,9,0.250534,0.250534,0.208995,0.292073,0.047965,19.1451,0.250534,0.292073,0.292073,4
kvm,app_latency,ttfb_ms.p95,ms,PASS,13,4,0,9,0.454693,0.454693,0.425414,0.483972,0.033808,7.4355,0.454693,0.483972,0.483972,4
kvm,app_latency,ttfb_ms.p99,ms,PASS,13,4,0,9,0.863893,0.863893,0.711476,1.01631,0.175996,20.3724,0.863893,1.01631,1.01631,4
kvm,app_latency,ttfb_ms.stdev,,PASS,13,4,0,9,0.873025,0.873025,0.155311,1.590739,0.828745,94.928,0.873025,1.590739,1.590739,4
kvm,app_latency,ttfb_ms.total_count,,PASS,13,4,0,9,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,2
kvm,app_latency,ttfb_ms.valid_count,,PASS,13,4,0,9,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,2
kvm,cpu_deterministic,cpu_percentage,%,PASS,23,14,9,0,97.0,100.0,85.0,100.0,5.519197,5.6899,100.0,100.0,100.0,14
kvm,cpu_deterministic,elapsed_sec,s,PASS,23,14,9,0,0.011704,0.011299,0.008678,0.016897,0.00308,26.3204,0.011299,0.016897,0.016897,14
kvm,cpu_deterministic,gflops,GFLOPS,PASS,23,14,9,0,4.347371,4.248,2.8407,5.5313,1.021679,23.5011,4.248,5.5313,5.5313,14
kvm,cpu_deterministic,iteration,,PASS,23,14,9,0,2.571429,2.0,1.0,5.0,1.452546,56.4879,2.0,5.0,5.0,14
kvm,cpu_deterministic,max_rss_kb,KB,PASS,23,14,9,0,1573.142857,1548.0,1420.0,1700.0,94.597818,6.0133,1548.0,1700.0,1700.0,14
kvm,cpu_deterministic,parameters.iterations,,PASS,23,14,9,0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,14
kvm,cpu_deterministic,parameters.matrix_size,,PASS,23,14,9,0,200.0,200.0,200.0,200.0,0.0,0.0,200.0,200.0,200.0,14
kvm,cpu_deterministic,parameters.threads,,PASS,23,14,9,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,14
kvm,cpu_deterministic,parameters.warmup,,PASS,23,14,9,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,14
kvm,cpu_deterministic,system_time_sec,s,PASS,23,14,9,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,14
kvm,cpu_deterministic,telemetry.cpu_percentage,%,PASS,23,14,9,0,97.0,100.0,85.0,100.0,5.519197,5.6899,100.0,100.0,100.0,14
kvm,cpu_deterministic,telemetry.max_rss_kb,KB,PASS,23,14,9,0,1573.142857,1548.0,1420.0,1700.0,94.597818,6.0133,1548.0,1700.0,1700.0,14
kvm,cpu_deterministic,telemetry.system_time_sec,s,PASS,23,14,9,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,14
kvm,cpu_deterministic,telemetry.user_time_sec,s,PASS,23,14,9,0,0.007143,0.01,0.0,0.01,0.004688,65.633,0.01,0.01,0.01,14
kvm,cpu_deterministic,telemetry.vsz_kb,,PASS,23,14,9,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,14
kvm,cpu_deterministic,telemetry.wall_time_sec,s,PASS,23,14,9,0,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.01,0.01,14
kvm,cpu_deterministic,total_flops,,PASS,23,14,9,0,48000000.0,48000000.0,48000000.0,48000000.0,0.0,0.0,48000000.0,48000000.0,48000000.0,14
kvm,cpu_deterministic,user_time_sec,s,PASS,23,14,9,0,0.007143,0.01,0.0,0.01,0.004688,65.633,0.01,0.01,0.01,14
kvm,cpu_deterministic,wall_time_sec,s,PASS,23,14,9,0,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.01,0.01,14
kvm,cpu_deterministic,warmup_elapsed_sec,,PASS,23,14,9,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,14
kvm,isolation_audit,hypervisor_telemetry.balloon_current_kb,,PASS,13,13,0,0,2097152.0,2097152.0,2097152.0,2097152.0,0.0,0.0,2097152.0,2097152.0,2097152.0,9
kvm,isolation_audit,hypervisor_telemetry.cpu_time_ns,,PASS,13,13,0,0,15427000555.555555,13858128000.0,12487601000.0,22296908000.0,3925330311.1552,25.4445,13858128000.0,22280480800.0,22293622560.0,9
kvm,isolation_audit,hypervisor_telemetry.host_qemu_pid,,PASS,13,13,0,0,52782.888889,49174.0,44543.0,70045.0,9980.436444,18.9085,49174.0,70045.0,70045.0,9
kvm,isolation_audit,hypervisor_telemetry.host_qemu_rss_kb,,PASS,13,13,0,0,639138.666667,642144.0,629720.0,642144.0,5360.075746,0.8386,642144.0,642144.0,642144.0,9
kvm,isolation_audit,hypervisor_telemetry.host_qemu_vsz_kb,,PASS,13,13,0,0,3338279.555556,3292964.0,3288796.0,3501052.0,92300.108179,2.7649,3292964.0,3501052.0,3501052.0,9
kvm,isolation_audit,hypervisor_telemetry.timestamp,,PASS,13,13,0,0,1789587223.007775,1789586555.926288,1789586101.859768,1789590011.894139,1592.410621,0.0001,1789586555.926288,1789590011.449357,1789590011.805183,9
kvm,memory_deterministic,allocated_bytes,,PASS,23,14,9,0,67108864.0,67108864.0,67108864.0,67108864.0,0.0,0.0,67108864.0,67108864.0,67108864.0,14
kvm,memory_deterministic,cpu_percentage,%,PASS,23,14,9,0,99.714286,100.0,99.0,100.0,0.468807,0.4702,100.0,100.0,100.0,14
kvm,memory_deterministic,elapsed_sec,s,PASS,23,14,9,0,0.113875,0.116909,0.101564,0.124888,0.00852,7.4822,0.116909,0.124888,0.124888,14
kvm,memory_deterministic,iteration,,PASS,23,14,9,0,2.571429,2.0,1.0,5.0,1.452546,56.4879,2.0,5.0,5.0,14
kvm,memory_deterministic,max_rss_kb,KB,PASS,23,14,9,0,65994.285714,65996.0,65856.0,66124.0,74.38303,0.1127,65996.0,66124.0,66124.0,14
kvm,memory_deterministic,parameters.buffer_mb,,PASS,23,14,9,0,64.0,64.0,64.0,64.0,0.0,0.0,64.0,64.0,64.0,14
kvm,memory_deterministic,parameters.passes,,PASS,23,14,9,0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,14
kvm,memory_deterministic,parameters.stride_bytes,,PASS,23,14,9,0,64.0,64.0,64.0,64.0,0.0,0.0,64.0,64.0,64.0,14
kvm,memory_deterministic,system_time_sec,s,PASS,23,14,9,0,0.024286,0.02,0.02,0.03,0.005136,21.1463,0.02,0.03,0.03,14
kvm,memory_deterministic,telemetry.cpu_percentage,%,PASS,23,14,9,0,99.714286,100.0,99.0,100.0,0.468807,0.4702,100.0,100.0,100.0,14
kvm,memory_deterministic,telemetry.max_rss_kb,KB,PASS,23,14,9,0,65994.285714,65996.0,65856.0,66124.0,74.38303,0.1127,65996.0,66124.0,66124.0,14
kvm,memory_deterministic,telemetry.system_time_sec,s,PASS,23,14,9,0,0.024286,0.02,0.02,0.03,0.005136,21.1463,0.02,0.03,0.03,14
kvm,memory_deterministic,telemetry.user_time_sec,s,PASS,23,14,9,0,0.085714,0.09,0.07,0.1,0.010894,12.7098,0.09,0.1,0.1,14
kvm,memory_deterministic,telemetry.vsz_kb,,PASS,23,14,9,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,14
kvm,memory_deterministic,telemetry.wall_time_sec,s,PASS,23,14,9,0,0.112857,0.12,0.1,0.12,0.009139,8.0976,0.12,0.12,0.12,14
kvm,memory_deterministic,throughput_mb_s,MB/s,PASS,23,14,9,0,3814.282857,3695.17,3459.09,4253.48,297.656737,7.8037,3695.17,4253.48,4253.48,14
kvm,memory_deterministic,transferred_bytes,,PASS,23,14,9,0,452984832.0,452984832.0,452984832.0,452984832.0,0.0,0.0,452984832.0,452984832.0,452984832.0,14
kvm,memory_deterministic,user_time_sec,s,PASS,23,14,9,0,0.085714,0.09,0.07,0.1,0.010894,12.7098,0.09,0.1,0.1,14
kvm,memory_deterministic,wall_time_sec,s,PASS,23,14,9,0,0.112857,0.12,0.1,0.12,0.009139,8.0976,0.12,0.12,0.12,14
kvm,network_ping,cpu_percentage,%,PASS,13,4,9,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,4
kvm,network_ping,max_rss_kb,KB,PASS,13,4,9,0,2666.0,2666.0,2656.0,2676.0,11.547005,0.4331,2666.0,2676.0,2676.0,4
kvm,network_ping,packet_loss_percent,%,PASS,13,4,9,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,4
kvm,network_ping,packets_transmitted,,PASS,13,4,9,0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,4
kvm,network_ping,rtt_avg_ms,ms,PASS,13,4,9,0,0.0635,0.0635,0.06,0.067,0.004041,6.3645,0.0635,0.067,0.067,4
kvm,network_ping,rtt_max_ms,ms,PASS,13,4,9,0,0.0835,0.0835,0.081,0.086,0.002887,3.4572,0.0835,0.086,0.086,4
kvm,network_ping,rtt_mdev_ms,ms,PASS,13,4,9,0,0.0155,0.0155,0.015,0.016,0.000577,3.7248,0.0155,0.016,0.016,4
kvm,network_ping,rtt_min_ms,ms,PASS,13,4,9,0,0.044,0.044,0.039,0.049,0.005774,13.1216,0.044,0.049,0.049,4
kvm,network_ping,system_time_sec,s,PASS,13,4,9,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,4
kvm,network_ping,telemetry.cpu_percentage,%,PASS,13,4,9,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,4
kvm,network_ping,telemetry.max_rss_kb,KB,PASS,13,4,9,0,2666.0,2666.0,2656.0,2676.0,11.547005,0.4331,2666.0,2676.0,2676.0,4
kvm,network_ping,telemetry.system_time_sec,s,PASS,13,4,9,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,4
kvm,network_ping,telemetry.user_time_sec,s,PASS,13,4,9,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,4
kvm,network_ping,telemetry.vsz_kb,,PASS,13,4,9,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,4
kvm,network_ping,telemetry.wall_time_sec,s,PASS,13,4,9,0,4.105,4.105,4.08,4.13,0.028868,0.7032,4.105,4.13,4.13,4
kvm,network_ping,user_time_sec,s,PASS,13,4,9,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,4
kvm,network_ping,wall_time_sec,s,PASS,13,4,9,0,4.105,4.105,4.08,4.13,0.028868,0.7032,4.105,4.13,4.13,4
kvm,scheduling_deterministic,cpu_percentage,%,PASS,23,14,9,0,88.714286,88.0,84.0,92.0,2.701241,3.0449,88.0,92.0,92.0,14
kvm,scheduling_deterministic,elapsed_sec,s,PASS,23,14,9,0,0.091815,0.089627,0.084594,0.099518,0.005148,5.6067,0.089627,0.099518,0.099518,14
kvm,scheduling_deterministic,iteration,,PASS,23,14,9,0,2.571429,2.0,1.0,5.0,1.452546,56.4879,2.0,5.0,5.0,14
kvm,scheduling_deterministic,latency_us,us,PASS,23,14,9,0,2.295429,2.241,2.115,2.488,0.128586,5.6018,2.241,2.488,2.488,14
kvm,scheduling_deterministic,max_rss_kb,KB,PASS,23,14,9,0,592.0,592.0,592.0,592.0,0.0,0.0,592.0,592.0,592.0,14
kvm,scheduling_deterministic,parameters.iterations,,PASS,23,14,9,0,20000.0,20000.0,20000.0,20000.0,0.0,0.0,20000.0,20000.0,20000.0,14
kvm,scheduling_deterministic,parameters.warmup,,PASS,23,14,9,0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,1000.0,1000.0,1000.0,14
kvm,scheduling_deterministic,switches_per_sec,switches/sec,PASS,23,14,9,0,436925.915714,446291.61,401937.36,472846.7,24331.906021,5.5689,446291.61,472846.7,472846.7,14
kvm,scheduling_deterministic,system_time_sec,s,PASS,23,14,9,0,0.07,0.07,0.06,0.08,0.005547,7.9243,0.07,0.08,0.08,14
kvm,scheduling_deterministic,telemetry.cpu_percentage,%,PASS,23,14,9,0,88.714286,88.0,84.0,92.0,2.701241,3.0449,88.0,92.0,92.0,14
kvm,scheduling_deterministic,telemetry.max_rss_kb,KB,PASS,23,14,9,0,592.0,592.0,592.0,592.0,0.0,0.0,592.0,592.0,592.0,14
kvm,scheduling_deterministic,telemetry.system_time_sec,s,PASS,23,14,9,0,0.07,0.07,0.06,0.08,0.005547,7.9243,0.07,0.08,0.08,14
kvm,scheduling_deterministic,telemetry.user_time_sec,s,PASS,23,14,9,0,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.01,0.01,14
kvm,scheduling_deterministic,telemetry.vsz_kb,,PASS,23,14,9,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,14
kvm,scheduling_deterministic,telemetry.wall_time_sec,s,PASS,23,14,9,0,0.095714,0.09,0.09,0.11,0.007559,7.8978,0.09,0.11,0.11,14
kvm,scheduling_deterministic,total_context_switches,,PASS,23,14,9,0,40000.0,40000.0,40000.0,40000.0,0.0,0.0,40000.0,40000.0,40000.0,14
kvm,scheduling_deterministic,user_time_sec,s,PASS,23,14,9,0,0.01,0.01,0.01,0.01,0.0,0.0,0.01,0.01,0.01,14
kvm,scheduling_deterministic,wall_time_sec,s,PASS,23,14,9,0,0.095714,0.09,0.09,0.11,0.007559,7.8978,0.09,0.11,0.11,14
kvm,startup_lifecycle,app_ready_sec,s,PASS,13,9,4,0,15.014622,15.0142,15.0117,15.0183,0.002244,0.0149,15.0142,15.01814,15.018268,9
kvm,startup_lifecycle,hypervisor_telemetry.balloon_current_kb,,PASS,13,9,4,0,2097152.0,2097152.0,2097152.0,2097152.0,0.0,0.0,2097152.0,2097152.0,2097152.0,9
kvm,startup_lifecycle,hypervisor_telemetry.cpu_time_ns,,PASS,13,9,4,0,13995991444.444445,12308571000.0,11363883000.0,20914327000.0,3813675111.351094,27.2483,12308571000.0,20693107000.0,20870083000.0,9
kvm,startup_lifecycle,hypervisor_telemetry.host_qemu_pid,,PASS,13,9,4,0,52782.888889,49174.0,44543.0,70045.0,9980.436444,18.9085,49174.0,70045.0,70045.0,9
kvm,startup_lifecycle,hypervisor_telemetry.host_qemu_rss_kb,,PASS,13,9,4,0,639140.888889,642124.0,629720.0,642144.0,5357.091292,0.8382,642124.0,642144.0,642144.0,9
kvm,startup_lifecycle,hypervisor_telemetry.host_qemu_vsz_kb,,PASS,13,9,4,0,3345098.666667,3298076.0,3288796.0,3517444.0,95556.183871,2.8566,3298076.0,3514165.6,3516788.32,9
kvm,startup_lifecycle,hypervisor_telemetry.timestamp,,PASS,13,9,4,0,1789587192.71907,1789586514.721251,1789586078.911621,1789590001.623755,1598.236172,0.0001,1789586514.721251,1789589995.092047,1789590000.317413,9
kvm,startup_lifecycle,network_ready_sec,s,PASS,13,9,4,0,0.037989,0.032,0.0271,0.0573,0.011408,30.0303,0.032,0.05722,0.057284,9
kvm,startup_lifecycle,os_ready_sec,,PASS,13,9,4,0,0.036022,0.0327,0.0261,0.0578,0.010243,28.4343,0.0327,0.05408,0.057056,9
kvm,startup_lifecycle,startup_phases.total_startup_duration_sec,,PASS,13,9,4,0,15.132633,15.1176,15.1121,15.1945,0.032245,0.2131,15.1176,15.19014,15.193628,9
kvm,startup_lifecycle,total_boot_sec,,PASS,13,9,4,0,15.132633,15.1176,15.1121,15.1945,0.032245,0.2131,15.1176,15.19014,15.193628,9
kvm,syscall_deterministic,cpu_percentage,%,FAILED,23,14,9,0,96.285714,100.0,89.0,100.0,4.794686,4.9796,100.0,100.0,100.0,14
kvm,syscall_deterministic,elapsed_sec,s,FAILED,23,14,9,0,0.01857,0.018655,0.016893,0.021372,0.001439,7.7472,0.018655,0.021372,0.021372,14
kvm,syscall_deterministic,iteration,,FAILED,23,14,9,0,2.571429,2.0,1.0,5.0,1.452546,56.4879,2.0,5.0,5.0,14
kvm,syscall_deterministic,latency_ns,ns,FAILED,23,14,9,0,92.845714,93.27,84.46,106.86,7.194008,7.7483,93.27,106.86,106.86,14
kvm,syscall_deterministic,max_rss_kb,KB,FAILED,23,14,9,0,588.0,588.0,588.0,588.0,0.0,0.0,588.0,588.0,588.0,14
kvm,syscall_deterministic,ops_per_sec,ops/sec,FAILED,23,14,9,0,10828167.087143,10721069.09,9358167.29,11839456.73,806123.237736,7.4447,10721069.09,11839456.73,11839456.73,14
kvm,syscall_deterministic,parameters.iterations,,FAILED,23,14,9,0,200000.0,200000.0,200000.0,200000.0,0.0,0.0,200000.0,200000.0,200000.0,14
kvm,syscall_deterministic,parameters.warmup,,FAILED,23,14,9,0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,5000.0,5000.0,5000.0,14
kvm,syscall_deterministic,system_time_sec,s,FAILED,23,14,9,0,0.002857,0.0,0.0,0.01,0.004688,164.0825,0.0,0.01,0.01,14
