environment,benchmark,metric,unit,quality_flag,total_runs,successful_runs,failed_runs,unavailable_runs,mean,median,min,max,stdev,cv_percent,p50,p95,p99,traceable_run_count
host,app_latency,total_time_ms.cv_percent,,PASS,15,15,0,0,124.416367,86.1468,42.3684,361.9601,101.458071,81.5472,86.1468,361.9601,361.9601,15
host,app_latency,total_time_ms.max,,PASS,15,15,0,0,4.219408,1.646426,0.627829,20.268694,6.571222,155.738,1.646426,20.268694,20.268694,15
host,app_latency,total_time_ms.mean,,PASS,15,15,0,0,0.319263,0.253778,0.134737,0.756512,0.170776,53.4908,0.253778,0.620944,0.729398,15
host,app_latency,total_time_ms.median,,PASS,15,15,0,0,0.21384,0.199298,0.1042,0.687213,0.139118,65.057,0.199298,0.377,0.62517,15
host,app_latency,total_time_ms.min,,PASS,15,15,0,0,0.114366,0.090284,0.076706,0.28231,0.055474,48.5058,0.090284,0.197557,0.265359,15
host,app_latency,total_time_ms.missing_count,,PASS,15,15,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,15
host,app_latency,total_time_ms.p50,ms,PASS,15,15,0,0,0.21384,0.199298,0.1042,0.687213,0.139118,65.057,0.199298,0.377,0.62517,15
host,app_latency,total_time_ms.p95,ms,PASS,15,15,0,0,0.640882,0.647608,0.19907,1.385388,0.265295,41.3953,0.647608,0.990013,1.306313,15
host,app_latency,total_time_ms.p99,ms,PASS,15,15,0,0,1.512843,1.265953,0.359221,4.179581,1.163613,76.9157,1.265953,4.179581,4.179581,15
host,app_latency,total_time_ms.stdev,,PASS,15,15,0,0,0.476176,0.221523,0.065758,2.037266,0.64166,134.7528,0.221523,2.037266,2.037266,15
host,app_latency,total_time_ms.total_count,,PASS,15,15,0,0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,15
host,app_latency,total_time_ms.valid_count,,PASS,15,15,0,0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,15
host,app_latency,ttfb_ms.cv_percent,,PASS,15,15,0,0,426.1726,426.1726,426.1726,426.1726,0.0,0.0,426.1726,426.1726,426.1726,2
host,app_latency,ttfb_ms.max,,PASS,15,15,0,0,3.881737,1.616988,0.594701,20.208659,6.641535,171.097,1.616988,20.208659,20.208659,15
host,app_latency,ttfb_ms.mean,,PASS,15,15,0,0,0.261682,0.217435,0.106991,0.626573,0.14369,54.9103,0.217435,0.517193,0.604697,15
host,app_latency,ttfb_ms.median,,PASS,15,15,0,0,0.173938,0.157156,0.079175,0.582981,0.119771,68.8585,0.157156,0.315486,0.529482,15
host,app_latency,ttfb_ms.min,,PASS,15,15,0,0,0.089804,0.071037,0.05861,0.216641,0.043361,48.2837,0.071037,0.157667,0.204846,15
host,app_latency,ttfb_ms.missing_count,,PASS,15,15,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2
host,app_latency,ttfb_ms.p50,ms,PASS,15,15,0,0,0.173938,0.157156,0.079175,0.582981,0.119771,68.8585,0.157156,0.315486,0.529482,15
host,app_latency,ttfb_ms.p95,ms,PASS,15,15,0,0,0.524511,0.494679,0.153767,1.183391,0.227848,43.44,0.494679,0.800373,1.106787,15
host,app_latency,ttfb_ms.p99,ms,PASS,15,15,0,0,1.135842,1.205042,0.312789,2.058115,0.518945,45.6882,1.205042,2.058115,2.058115,15
host,app_latency,ttfb_ms.stdev,,PASS,15,15,0,0,0.435808,0.210453,0.061586,2.004359,0.639703,146.7854,0.210453,2.004359,2.004359,15
host,app_latency,ttfb_ms.total_count,,PASS,15,15,0,0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,2
host,app_latency,ttfb_ms.valid_count,,PASS,15,15,0,0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,2
host,cpu_deterministic,cpu_percentage,%,FAILED,30,30,0,0,97.133333,99.5,90.0,100.0,3.821295,3.9341,99.5,100.0,100.0,30
host,cpu_deterministic,elapsed_sec,s,FAILED,30,30,0,0,0.04939,0.014047,0.008742,0.272006,0.066501,134.6456,0.014047,0.169611,0.257144,30
host,cpu_deterministic,gflops,GFLOPS,FAILED,30,30,0,0,4.54512,4.4613,2.3529,6.2934,1.282978,28.2276,4.4613,6.27344,6.292936,30
host,cpu_deterministic,hypervisor_telemetry.host_mem_available_kb,,FAILED,30,30,0,0,8757254.222222,8858872.0,8365100.0,8900588.0,220788.788457,2.5212,8858872.0,8895688.8,8899608.16,9
host,cpu_deterministic,hypervisor_telemetry.host_mem_total_kb,,FAILED,30,30,0,0,15987832.0,15987832.0,15987832.0,15987832.0,0.0,0.0,15987832.0,15987832.0,15987832.0,9
host,cpu_deterministic,hypervisor_telemetry.logical_cpus,,FAILED,30,30,0,0,12.0,12.0,12.0,12.0,0.0,0.0,12.0,12.0,12.0,9
host,cpu_deterministic,hypervisor_telemetry.timestamp,,FAILED,30,30,0,0,1789587015.819814,1789586311.951227,1789585944.608323,1789589846.791017,1612.10321,0.0001,1789586311.951227,1789589846.262089,1789589846.685232,9
host,cpu_deterministic,iteration,,FAILED,30,30,0,0,2.333333,2.0,1.0,5.0,1.371989,58.7995,2.0,5.0,5.0,18
host,cpu_deterministic,max_rss_kb,KB,FAILED,30,30,0,0,2441.066667,1548.0,1548.0,4516.0,1309.503905,53.6447,1548.0,4516.0,4516.0,30
host,cpu_deterministic,parameters.iterations,,FAILED,30,30,0,0,3.6,3.0,3.0,5.0,0.932183,25.894,3.0,5.0,5.0,30
host,cpu_deterministic,parameters.matrix_size,,FAILED,30,30,0,0,261.666667,200.0,200.0,400.0,92.553184,35.3706,200.0,400.0,400.0,30
host,cpu_deterministic,parameters.threads,,FAILED,30,30,0,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,30
host,cpu_deterministic,parameters.warmup,,FAILED,30,30,0,0,0.4,0.0,0.0,1.0,0.498273,124.5682,0.0,1.0,1.0,30
host,cpu_deterministic,results.elapsed_sec,s,FAILED,30,30,0,0,0.135348,0.103454,0.101693,0.272006,0.064267,47.4825,0.103454,0.251507,0.267906,9
host,cpu_deterministic,results.gflops,GFLOPS,FAILED,30,30,0,0,5.388889,6.1863,2.3529,6.2934,1.57597,29.2448,6.1863,6.29276,6.293272,9
host,cpu_deterministic,results.total_flops,,FAILED,30,30,0,0,640000000.0,640000000.0,640000000.0,640000000.0,0.0,0.0,640000000.0,640000000.0,640000000.0,9
host,cpu_deterministic,results.warmup_elapsed_sec,,FAILED,30,30,0,0,0.038677,0.029123,0.026371,0.078592,0.019843,51.3046,0.029123,0.074256,0.077725,9
host,cpu_deterministic,system_time_sec,s,FAILED,30,30,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,30
host,cpu_deterministic,telemetry.cpu_percentage,%,FAILED,30,30,0,0,97.133333,99.5,90.0,100.0,3.821295,3.9341,99.5,100.0,100.0,30
host,cpu_deterministic,telemetry.exit_code,,FAILED,30,30,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,9
host,cpu_deterministic,telemetry.involuntary_context_switches,,FAILED,30,30,0,0,3.777778,2.0,0.0,10.0,3.597839,95.2369,2.0,9.2,9.84,9
host,cpu_deterministic,telemetry.major_page_faults,,FAILED,30,30,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,9
host,cpu_deterministic,telemetry.max_rss_kb,KB,FAILED,30,30,0,0,2441.066667,1548.0,1548.0,4516.0,1309.503905,53.6447,1548.0,4516.0,4516.0,30
host,cpu_deterministic,telemetry.minor_page_faults,,FAILED,30,30,0,0,1296.333333,1296.0,1296.0,1298.0,0.707107,0.0545,1296.0,1297.6,1297.92,9
host,cpu_deterministic,telemetry.system_time_sec,s,FAILED,30,30,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,30
host,cpu_deterministic,telemetry.total_context_switches,,FAILED,30,30,0,0,4.777778,3.0,1.0,11.0,3.597839,75.3036,3.0,10.2,10.84,9
host,cpu_deterministic,telemetry.total_page_faults,,FAILED,30,30,0,0,1296.333333,1296.0,1296.0,1298.0,0.707107,0.0545,1296.0,1297.6,1297.92,9
host,cpu_deterministic,telemetry.user_time_sec,s,FAILED,30,30,0,0,0.059667,0.01,0.0,0.34,0.08767,146.9336,0.01,0.228,0.3284,30
host,cpu_deterministic,telemetry.voluntary_context_switches,,FAILED,30,30,0,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,9
host,cpu_deterministic,telemetry.vsz_kb,,FAILED,30,30,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,30
host,cpu_deterministic,telemetry.wall_time_sec,s,FAILED,30,30,0,0,0.062,0.01,0.01,0.35,0.089728,144.7219,0.01,0.2335,0.3384,30
host,cpu_deterministic,total_flops,,FAILED,30,30,0,0,227125000.0,48000000.0,48000000.0,640000000.0,275035802.920149,121.0945,48000000.0,640000000.0,640000000.0,30
host,cpu_deterministic,user_time_sec,s,FAILED,30,30,0,0,0.059667,0.01,0.0,0.34,0.08767,146.9336,0.01,0.228,0.3284,30
host,cpu_deterministic,wall_time_sec,s,FAILED,30,30,0,0,0.062,0.01,0.01,0.35,0.089728,144.7219,0.01,0.2335,0.3384,30
host,cpu_deterministic,warmup_elapsed_sec,,FAILED,30,30,0,0,0.012184,0.0,0.0,0.078592,0.020575,168.8766,0.0,0.051958,0.075449,30
host,isolation_audit,hypervisor_telemetry.host_mem_available_kb,,PASS,15,15,0,0,8736611.555556,8860464.0,8268648.0,8892008.0,264564.931111,3.0282,8860464.0,8890635.2,8891733.44,9
host,isolation_audit,hypervisor_telemetry.host_mem_total_kb,,PASS,15,15,0,0,15987832.0,15987832.0,15987832.0,15987832.0,0.0,0.0,15987832.0,15987832.0,15987832.0,9
host,isolation_audit,hypervisor_telemetry.logical_cpus,,PASS,15,15,0,0,12.0,12.0,12.0,12.0,0.0,0.0,12.0,12.0,12.0,9
host,isolation_audit,hypervisor_telemetry.timestamp,,PASS,15,15,0,0,1789587071.951191,1789586381.93686,1789585982.848478,1789589886.090439,1604.048922,0.0001,1789586381.93686,1789589885.686532,1789589886.009658,9
host,memory_deterministic,allocated_bytes,,FAILED,30,30,0,0,87241523.2,67108864.0,67108864.0,134217728.0,31278877.775769,35.8532,67108864.0,134217728.0,134217728.0,30
host,memory_deterministic,cpu_percentage,%,FAILED,30,30,0,0,98.933333,99.0,97.0,100.0,0.73968,0.7477,99.0,100.0,100.0,30
host,memory_deterministic,elapsed_sec,s,FAILED,30,30,0,0,0.143474,0.122616,0.097946,0.277766,0.050776,35.3902,0.122616,0.240368,0.27496,30
host,memory_deterministic,hypervisor_telemetry.host_mem_available_kb,,FAILED,30,30,0,0,8537978.222222,8604628.0,8247288.0,8658080.0,140758.985903,1.6486,8604628.0,8653366.4,8657137.28,9
host,memory_deterministic,hypervisor_telemetry.host_mem_total_kb,,FAILED,30,30,0,0,15987832.0,15987832.0,15987832.0,15987832.0,0.0,0.0,15987832.0,15987832.0,15987832.0,9
host,memory_deterministic,hypervisor_telemetry.logical_cpus,,FAILED,30,30,0,0,12.0,12.0,12.0,12.0,0.0,0.0,12.0,12.0,12.0,9
host,memory_deterministic,hypervisor_telemetry.timestamp,,FAILED,30,30,0,0,1789587022.46277,1789586320.083964,1789585949.181036,1789589851.720412,1611.288126,0.0001,1789586320.083964,1789589851.202205,1789589851.616771,9
host,memory_deterministic,iteration,,FAILED,30,30,0,0,2.333333,2.0,1.0,5.0,1.371989,58.7995,2.0,5.0,5.0,18
host,memory_deterministic,max_rss_kb,KB,FAILED,30,30,0,0,85725.066667,66124.0,65996.0,131660.0,30547.760519,35.6346,66124.0,131660.0,131660.0,30
host,memory_deterministic,parameters.buffer_mb,,FAILED,30,30,0,0,83.2,64.0,64.0,128.0,29.829862,35.8532,64.0,128.0,128.0,30
host,memory_deterministic,parameters.passes,,FAILED,30,30,0,0,3.3,3.0,3.0,4.0,0.466092,14.124,3.0,4.0,4.0,30
host,memory_deterministic,parameters.stride_bytes,,FAILED,30,30,0,0,64.0,64.0,64.0,64.0,0.0,0.0,64.0,64.0,64.0,30
host,memory_deterministic,results.allocated_bytes,,FAILED,30,30,0,0,134217728.0,134217728.0,134217728.0,134217728.0,0.0,0.0,134217728.0,134217728.0,134217728.0,9
host,memory_deterministic,results.elapsed_sec,s,FAILED,30,30,0,0,0.211307,0.197496,0.187753,0.277766,0.035606,16.8506,0.197496,0.273895,0.276992,9
host,memory_deterministic,results.throughput_mb_s,MB/s,FAILED,30,30,0,0,5569.658889,5833.04,4147.37,6135.73,788.879705,14.1639,5833.04,6130.298,6134.6436,9
host,memory_deterministic,results.transferred_bytes,,FAILED,30,30,0,0,1207959552.0,1207959552.0,1207959552.0,1207959552.0,0.0,0.0,1207959552.0,1207959552.0,1207959552.0,9
host,memory_deterministic,system_time_sec,s,FAILED,30,30,0,0,0.029333,0.02,0.02,0.08,0.015071,51.3774,0.02,0.061,0.0771,30
host,memory_deterministic,telemetry.cpu_percentage,%,FAILED,30,30,0,0,98.933333,99.0,97.0,100.0,0.73968,0.7477,99.0,100.0,100.0,30
host,memory_deterministic,telemetry.exit_code,,FAILED,30,30,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,9
host,memory_deterministic,telemetry.involuntary_context_switches,,FAILED,30,30,0,0,4.333333,3.0,1.0,10.0,2.828427,65.2714,3.0,8.8,9.76,9
host,memory_deterministic,telemetry.major_page_faults,,FAILED,30,30,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,9
host,memory_deterministic,telemetry.max_rss_kb,KB,FAILED,30,30,0,0,85725.066667,66124.0,65996.0,131660.0,30547.760519,35.6346,66124.0,131660.0,131660.0,30
host,memory_deterministic,telemetry.minor_page_faults,,FAILED,30,30,0,0,32812.777778,32813.0,32812.0,32814.0,0.833333,0.0025,32813.0,32814.0,32814.0,9
host,memory_deterministic,telemetry.system_time_sec,s,FAILED,30,30,0,0,0.029333,0.02,0.02,0.08,0.015071,51.3774,0.02,0.061,0.0771,30
host,memory_deterministic,telemetry.total_context_switches,,FAILED,30,30,0,0,5.333333,4.0,2.0,11.0,2.828427,53.033,4.0,9.8,10.76,9
host,memory_deterministic,telemetry.total_page_faults,,FAILED,30,30,0,0,32812.777778,32813.0,32812.0,32814.0,0.833333,0.0025,32813.0,32814.0,32814.0,9
host,memory_deterministic,telemetry.user_time_sec,s,FAILED,30,30,0,0,0.107667,0.09,0.07,0.2,0.038389,35.655,0.09,0.1765,0.1971,30
host,memory_deterministic,telemetry.voluntary_context_switches,,FAILED,30,30,0,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,9
host,memory_deterministic,telemetry.vsz_kb,,FAILED,30,30,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,30
host,memory_deterministic,telemetry.wall_time_sec,s,FAILED,30,30,0,0,0.143,0.12,0.1,0.28,0.052598,36.7818,0.12,0.243,0.2771,30
host,memory_deterministic,throughput_mb_s,MB/s,FAILED,30,30,0,0,4362.112,4164.6,2980.44,6135.73,995.214872,22.815,4164.6,6121.628,6131.7918,30
host,memory_deterministic,transferred_bytes,,FAILED,30,30,0,0,679477248.0,452984832.0,452984832.0,1207959552.0,351887374.977406,51.788,452984832.0,1207959552.0,1207959552.0,30
host,memory_deterministic,user_time_sec,s,FAILED,30,30,0,0,0.107667,0.09,0.07,0.2,0.038389,35.655,0.09,0.1765,0.1971,30
host,memory_deterministic,wall_time_sec,s,FAILED,30,30,0,0,0.143,0.12,0.1,0.28,0.052598,36.7818,0.12,0.243,0.2771,30
host,network_ping,cpu_percentage,%,PASS,15,15,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,15
host,network_ping,hypervisor_telemetry.host_mem_available_kb,,PASS,15,15,0,0,8770401.777778,8874780.0,8370812.0,8911112.0,216266.767342,2.4659,8874780.0,8905411.2,8909971.84,9
host,network_ping,hypervisor_telemetry.host_mem_total_kb,,PASS,15,15,0,0,15987832.0,15987832.0,15987832.0,15987832.0,0.0,0.0,15987832.0,15987832.0,15987832.0,9
host,network_ping,hypervisor_telemetry.logical_cpus,,PASS,15,15,0,0,12.0,12.0,12.0,12.0,0.0,0.0,12.0,12.0,12.0,9
host,network_ping,hypervisor_telemetry.timestamp,,PASS,15,15,0,0,1789587043.165677,1789586344.982626,1789585962.64577,1789589869.1448,1608.763436,0.0001,1789586344.982626,1789589867.095768,1789589868.734994,9
host,network_ping,max_rss_kb,KB,PASS,15,15,0,0,2644.8,2676.0,2492.0,2704.0,67.750804,2.5617,2676.0,2701.2,2703.44,15
host,network_ping,packet_loss_percent,%,PASS,15,15,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,15
host,network_ping,packets_received,,PASS,15,15,0,0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,9
host,network_ping,packets_transmitted,,PASS,15,15,0,0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,15
host,network_ping,rtt_avg_ms,ms,PASS,15,15,0,0,0.070267,0.07,0.049,0.099,0.014748,20.9882,0.07,0.092,0.0976,15
host,network_ping,rtt_max_ms,ms,PASS,15,15,0,0,0.1058,0.089,0.078,0.188,0.0348,32.8921,0.089,0.1761,0.18562,15
host,network_ping,rtt_mdev_ms,ms,PASS,15,15,0,0,0.0206,0.017,0.009,0.05,0.011128,54.0186,0.017,0.0423,0.04846,15
host,network_ping,rtt_min_ms,ms,PASS,15,15,0,0,0.045867,0.045,0.032,0.062,0.008927,19.4634,0.045,0.0599,0.06158,15
host,network_ping,system_time_sec,s,PASS,15,15,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,6
host,network_ping,telemetry.cpu_percentage,%,PASS,15,15,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,15
host,network_ping,telemetry.exit_code,,PASS,15,15,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,9
host,network_ping,telemetry.involuntary_context_switches,,PASS,15,15,0,0,0.888889,1.0,0.0,3.0,1.054093,118.5854,1.0,2.6,2.92,9
host,network_ping,telemetry.major_page_faults,,PASS,15,15,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,9
host,network_ping,telemetry.max_rss_kb,KB,PASS,15,15,0,0,2644.8,2676.0,2492.0,2704.0,67.750804,2.5617,2676.0,2701.2,2703.44,15
host,network_ping,telemetry.minor_page_faults,,PASS,15,15,0,0,121.111111,121.0,119.0,123.0,1.364225,1.1264,121.0,123.0,123.0,9
host,network_ping,telemetry.system_time_sec,s,PASS,15,15,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,15
host,network_ping,telemetry.total_context_switches,,PASS,15,15,0,0,5.888889,6.0,5.0,8.0,1.054093,17.8997,6.0,7.6,7.92,9
host,network_ping,telemetry.total_page_faults,,PASS,15,15,0,0,121.111111,121.0,119.0,123.0,1.364225,1.1264,121.0,123.0,123.0,9
host,network_ping,telemetry.user_time_sec,s,PASS,15,15,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,15
host,network_ping,telemetry.voluntary_context_switches,,PASS,15,15,0,0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,9
host,network_ping,telemetry.vsz_kb,,PASS,15,15,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,15
host,network_ping,telemetry.wall_time_sec,s,PASS,15,15,0,0,4.098667,4.1,4.07,4.12,0.016417,0.4005,4.1,4.12,4.12,15
host,network_ping,user_time_sec,s,PASS,15,15,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,6
host,network_ping,wall_time_sec,s,PASS,15,15,0,0,4.098667,4.1,4.07,4.12,0.016417,0.4005,4.1,4.12,4.12,15
host,scheduling_deterministic,cpu_percentage,%,PASS,27,27,0,0,87.074074,86.0,79.0,96.0,4.419589,5.0757,86.0,92.7,95.22,27
host,scheduling_deterministic,elapsed_sec,s,PASS,27,27,0,0,0.103416,0.092799,0.075256,0.269027,0.046043,44.5222,0.092799,0.208685,0.264717,27
host,scheduling_deterministic,hypervisor_telemetry.host_mem_available_kb,,PASS,27,27,0,0,8734595.111111,8857516.0,8237240.0,8888928.0,263352.882382,3.0151,8857516.0,8885825.6,8888307.52,9
host,scheduling_deterministic,hypervisor_telemetry.host_mem_total_kb,,PASS,27,27,0,0,15987832.0,15987832.0,15987832.0,15987832.0,0.0,0.0,15987832.0,15987832.0,15987832.0,9
host,scheduling_deterministic,hypervisor_telemetry.logical_cpus,,PASS,27,27,0,0,12.0,12.0,12.0,12.0,0.0,0.0,12.0,12.0,12.0,9
host,scheduling_deterministic,hypervisor_telemetry.timestamp,,PASS,27,27,0,0,1789587067.069726,1789586375.673519,1789585979.713616,1789589883.018857,1604.84715,0.0001,1789586375.673519,1789589882.498401,1789589882.914766,9
host,scheduling_deterministic,iteration,,PASS,27,27,0,0,2.333333,2.0,1.0,5.0,1.371989,58.7995,2.0,5.0,5.0,18
host,scheduling_deterministic,latency_us,us,PASS,27,27,0,0,2.585296,2.32,1.881,6.726,1.151116,44.5255,2.32,5.2169,6.6181,27
host,scheduling_deterministic,max_rss_kb,KB,PASS,27,27,0,0,603.259259,592.0,592.0,624.0,15.090987,2.5016,592.0,624.0,624.0,27
host,scheduling_deterministic,parameters.iterations,,PASS,27,27,0,0,20000.0,20000.0,20000.0,20000.0,0.0,0.0,20000.0,20000.0,20000.0,27
host,scheduling_deterministic,parameters.warmup,,PASS,27,27,0,0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,1000.0,1000.0,1000.0,27
host,scheduling_deterministic,results.elapsed_sec,s,PASS,27,27,0,0,0.124771,0.090057,0.075256,0.269027,0.077479,62.0965,0.090057,0.262397,0.267701,9
host,scheduling_deterministic,results.latency_us,us,PASS,27,27,0,0,3.119222,2.251,1.881,6.726,1.937037,62.1,2.251,6.56,6.6928,9
host,scheduling_deterministic,results.switches_per_sec,switches/sec,PASS,27,27,0,0,398710.841111,444163.84,148684.14,531516.86,143794.827471,36.0649,444163.84,521712.728,529556.0336,9
host,scheduling_deterministic,results.total_context_switches,,PASS,27,27,0,0,40000.0,40000.0,40000.0,40000.0,0.0,0.0,40000.0,40000.0,40000.0,9
host,scheduling_deterministic,scheduling_telemetry.involuntary_context_switches,,PASS,27,27,0,0,549.666667,23.0,0.0,1790.0,686.677872,124.9262,23.0,1577.6,1747.52,9
host,scheduling_deterministic,scheduling_telemetry.total_context_switches,,PASS,27,27,0,0,41997.555556,41998.0,41992.0,42003.0,3.244654,0.0077,41998.0,42001.8,42002.76,9
host,scheduling_deterministic,scheduling_telemetry.voluntary_context_switches,,PASS,27,27,0,0,41447.888889,41975.0,40213.0,41995.0,685.939036,1.6549,41975.0,41993.0,41994.6,9
host,scheduling_deterministic,switches_per_sec,switches/sec,PASS,27,27,0,0,422239.584074,431039.17,148684.14,531516.86,86494.155378,20.4846,431039.17,509741.97,525855.3886,27
host,scheduling_deterministic,system_time_sec,s,PASS,27,27,0,0,0.078148,0.07,0.06,0.21,0.036059,46.1424,0.07,0.16,0.2048,27
host,scheduling_deterministic,telemetry.cpu_percentage,%,PASS,27,27,0,0,87.074074,86.0,79.0,96.0,4.419589,5.0757,86.0,92.7,95.22,27
host,scheduling_deterministic,telemetry.exit_code,,PASS,27,27,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,9
host,scheduling_deterministic,telemetry.involuntary_context_switches,,PASS,27,27,0,0,549.666667,23.0,0.0,1790.0,686.677872,124.9262,23.0,1577.6,1747.52,9
host,scheduling_deterministic,telemetry.major_page_faults,,PASS,27,27,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,9
host,scheduling_deterministic,telemetry.max_rss_kb,KB,PASS,27,27,0,0,603.259259,592.0,592.0,624.0,15.090987,2.5016,592.0,624.0,624.0,27
host,scheduling_deterministic,telemetry.minor_page_faults,,PASS,27,27,0,0,60.444444,60.0,60.0,62.0,0.726483,1.2019,60.0,61.6,61.92,9
host,scheduling_deterministic,telemetry.system_time_sec,s,PASS,27,27,0,0,0.078148,0.07,0.06,0.21,0.036059,46.1424,0.07,0.16,0.2048,27
host,scheduling_deterministic,telemetry.total_context_switches,,PASS,27,27,0,0,41997.555556,41998.0,41992.0,42003.0,3.244654,0.0077,41998.0,42001.8,42002.76,9
host,scheduling_deterministic,telemetry.total_page_faults,,PASS,27,27,0,0,60.444444,60.0,60.0,62.0,0.726483,1.2019,60.0,61.6,61.92,9
host,scheduling_deterministic,telemetry.user_time_sec,s,PASS,27,27,0,0,0.011111,0.01,0.0,0.04,0.006405,57.6461,0.01,0.017,0.0348,27
host,scheduling_deterministic,telemetry.voluntary_context_switches,,PASS,27,27,0,0,41447.888889,41975.0,40213.0,41995.0,685.939036,1.6549,41975.0,41993.0,41994.6,9
host,scheduling_deterministic,telemetry.vsz_kb,,PASS,27,27,0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,27
host,scheduling_deterministic,telemetry.wall_time_sec,s,PASS,27,27,0,0,0.104815,0.09,0.08,0.28,0.048387,46.1644,0.09,0.215,0.2748,27
host,scheduling_deterministic,total_context_switches,,PASS,27,27,0,0,40000.0,40000.0,40000.0,40000.0,0.0,0.0,40000.0,40000.0,40000.0,27
host,scheduling_deterministic,user_time_sec,s,PASS,27,27,0,0,0.011111,0.01,0.0,0.04,0.006405,57.6461,0.01,0.017,0.0348,27
host,scheduling_deterministic,wall_time_sec,s,PASS,27,27,0,0,0.104815,0.09,0.08,0.28,0.048387,46.1644,0.09,0.215,0.2748,27
host,syscall_deterministic,cpu_percentage,%,FAILED,27,27,0,0,93.111111,94.0,78.0,100.0,6.387086,6.8596,94.0,100.0,100.0,27
host,syscall_deterministic,elapsed_sec,s,FAILED,27,27,0,0,0.021338,0.017751,0.015077,0.055205,0.009705,45.4823,0.017751,0.043064,0.053894,27
host,syscall_deterministic,hypervisor_telemetry.host_mem_available_kb,,FAILED,27,27,0,0,8775938.666667,8845272.0,8450528.0,8906696.0,185594.204134,2.1148,8845272.0,8903206.4,8905998.08,9
host,syscall_deterministic,hypervisor_telemetry.host_mem_total_kb,,FAILED,27,27,0,0,15987832.0,15987832.0,15987832.0,15987832.0,0.0,0.0,15987832.0,15987832.0,15987832.0,9
host,syscall_deterministic,hypervisor_telemetry.logical_cpus,,FAILED,27,27,0,0,12.0,12.0,12.0,12.0,0.0,0.0,12.0,12.0,12.0,9
host,syscall_deterministic,hypervisor_telemetry.timestamp,,FAILED,27,27,0,0,1789587060.824444,1789586368.100095,1789585975.431608,1789589878.075924,1605.492879,0.0001,1789586368.100095,1789589877.633832,1789589877.987506,9
host,syscall_deterministic,iteration,,FAILED,27,27,0,0,2.333333,2.0,1.0,5.0,1.371989,58.7995,2.0,5.0,5.0,18
host,syscall_deterministic,latency_ns,ns,FAILED,27,27,0,0,106.688889,88.76,75.38,276.02,48.524324,45.4821,88.76,215.317,269.4654,27
host,syscall_deterministic,max_rss_kb,KB,FAILED,27,27,0,0,588.0,588.0,588.0,588.0,0.0,0.0,588.0,588.0,588.0,27
host,syscall_deterministic,ops_per_sec,ops/sec,FAILED,27,27,0,0,10437317.535185,11266893.44,3622868.98,13265459.28,2645580.969509,25.3473,11266893.44,13249733.511,13265459.28,27
host,syscall_deterministic,parameters.iterations,,FAILED,27,27,0,0,200000.0,200000.0,200000.0,200000.0,0.0,0.0,200000.0,200000.0,200000.0,27
host,syscall_deterministic,parameters.warmup,,FAILED,27,27,0,0,5000.0,5000.0,5000.0,5000.0,0.0,0.0,5000.0,5000.0,5000.0,27
